ticket,time,date,hour,dir,lot,pos_mult,entry,initial_sl,tp,exit,reason,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time
176,2026-01-29 12:50:29,2026-01-29,12,sell,0.47,15.8,87849.48,88011.39,,88013.95,SL,161.9100000000035,-1.015811253165324,12.9,0,-999,26,0.259,-1.056,87885.78,87867.48,2026-01-29 13:03:23
178,2026-01-29 13:55:39,2026-01-29,13,sell,0.06,2.3,87842.28,87971.59,,87818.01,SL,129.30999999999767,0.1876885005027029,34.416666666666664,1,0.1999845332920969,34,0.281,-0.954,87880.15,87860.28,2026-01-29 14:30:04
180,2026-01-30 12:24:45,2026-01-30,12,buy,0.1,10.5,82581.9,82310.31,82739.54,82742.02,TP,271.5899999999965,0.5895651533562059,25.45,0,-999,8,0.346,-0.854,82527.59,82563.9,2026-01-30 12:50:12
182,2026-01-30 13:27:02,2026-01-30,13,buy,0.04,2.3,82536.8,82318.5,,82317.68,SL,218.3000000000029,-1.003756298671585,3.1166666666666667,0,-999,119,0.25,-1.284,82492.52,82518.8,2026-01-30 13:30:09
184,2026-02-04 14:05:31,2026-02-04,14,sell,0.02,2.3,75013.44,75399.7,,75403.14,SL,386.25999999999476,-1.0089059182933837,15.583333333333334,0,-999,3,0.251,-0.689,75064.05,75031.44,2026-02-04 14:21:06
186,2026-02-06 14:21:34,2026-02-06,14,buy,0.02,2.3,66633.69,66201.81,,67707.33,MARKET_CLOSE,431.88000000000466,2.4859683245345647,13.45,1,0.200009261831999,2,0.26,-0.77,66556.58,66615.69,2026-02-06 14:35:01
188,2026-02-08 23:23:13,2026-02-08,23,buy,0.15,15.8,70888.33,70594.77,,70582.67,SL,293.5599999999977,-1.041218149611684,0.4166666666666667,0,-999,0,0.339,-0.657,70841.06,70870.33,2026-02-08 23:23:38
190,2026-02-09 00:25:00,2026-02-09,0,buy,0.01,1.5,70710.38,70302.79,70839.77,70302.06,SL,407.59000000001106,-1.0017910154812333,15.533333333333333,0,-999,0,0.278,-2.72,70668.41,70692.38,2026-02-09 00:40:32
192,2026-02-11 13:08:41,2026-02-11,13,buy,0.01,1.5,66982.0,66711.95,67107.12,67119.1,TP,270.0500000000029,0.5076837622662631,21.333333333333332,0,-999,0,0.257,-0.63,66942.54,66964.0,2026-02-11 13:30:01
194,2026-02-11 14:42:17,2026-02-11,14,buy,0.02,2.3,66954.27,66482.69,,66481.13,SL,471.58000000000175,-1.0033080283302889,14.95,0,-999,2,0.262,-0.963,66914.45,66936.27,2026-02-11 14:57:14
196,2026-02-13 07:35:06,2026-02-13,7,buy,0.01,0.5,66313.07,66142.82,66417.47,66142.01,SL,170.25,-1.004757709251173,3.2333333333333334,0,-999,6,0.254,-1.473,66277.36,66295.07,2026-02-13 07:38:20
198,2026-02-16 00:17:06,2026-02-16,0,sell,0.01,1.5,69003.88,69200.5,68881.24,68903.77,MARKET_CLOSE,196.61999999999534,0.5091547146780743,2.6666666666666665,0,-999,80,0.25,-1.333,69042.33,69021.88,2026-02-16 00:19:46
200,2026-02-16 00:25:16,2026-02-16,0,buy,0.01,1.5,68765.21,68492.93,68897.92,68900.69,TP,272.2800000000134,0.49757602468043655,8.983333333333333,0,-999,2,0.27,-0.452,68723.3,68747.21,2026-02-16 00:34:15
202,2026-02-18 12:41:10,2026-02-18,12,sell,0.15,15.8,67512.47,67714.81,,66902.34,MARKET_CLOSE,202.3399999999965,3.0153701690225128,130.6,1,0.2000098843530783,9,0.257,-1.152,67540.48,67530.47,2026-02-18 14:51:46
204,2026-02-18 15:05:11,2026-02-18,15,sell,0.01,0.5,67494.43,67680.89,67436.01,67434.63,TP,186.4600000000064,0.32071221709742737,1.05,0,-999,0,0.346,-0.689,67525.92,67512.43,2026-02-18 15:06:14
206,2026-02-20 14:32:09,2026-02-20,14,sell,0.02,2.3,67159.46,67451.01,,67101.52,SL,291.54999999998836,0.19873092093982042,21.05,1,0.20000000000004992,1,0.252,-0.775,67198.92,67177.46,2026-02-20 14:53:12
208,2026-02-20 15:01:15,2026-02-20,15,sell,0.01,0.8,67457.67,67700.59,,67704.17,SL,242.91999999999825,-1.014737362094524,0.11666666666666667,0,-999,0,0.282,-0.448,67488.08,67475.67,2026-02-20 15:01:22
210,2026-02-22 04:03:26,2026-02-22,4,sell,0.01,0.5,68028.17,68184.16,67943.65,67940.32,TP,155.99000000000524,0.5631771267388186,65.93333333333334,0,-999,22,0.294,-0.461,68062.73,68046.17,2026-02-22 05:09:22
212,2026-02-26 02:45:02,2026-02-26,2,buy,0.01,0.5,68228.42,68008.88,68374.99,68386.93,TP,219.5399999999936,0.7220096565546114,18.85,0,-999,2,0.256,-1.649,68185.4,68210.42,2026-02-26 03:03:53
214,2026-02-26 10:47:48,2026-02-26,10,buy,0.01,0.5,68420.35,68231.21,68507.1,68228.49,SL,189.13999999999942,-1.0143808818864395,30.333333333333332,0,-999,35,0.268,-0.963,68386.83,68402.35,2026-02-26 11:18:08
216,2026-03-02 08:14:23,2026-03-02,8,sell,0.01,0.8,65990.4,66239.73,,65947.58,SL,249.33000000000175,0.17174026390723993,25.333333333333332,1,0.20001604299520714,12,0.269,-1.11,66030.89,66008.4,2026-03-02 08:39:43
218,2026-03-02 08:55:36,2026-03-02,8,sell,0.01,0.8,66212.85,66490.92,,66492.43,SL,278.06999999999243,-1.0054302873377021,14.95,0,-999,36,0.297,-1.433,66245.56,66230.85,2026-03-02 09:10:33
220,2026-03-09 13:54:05,2026-03-09,13,buy,0.02,2.3,68888.14,68356.37,,68993.68,SL,531.7700000000041,0.19846926302723505,75.8,1,0.19999247795100328,11,0.296,-0.505,68783.16,68870.14,2026-03-09 15:09:53
222,2026-03-11 00:10:01,2026-03-11,0,sell,0.06,2.3,69958.69,70125.22,,70128.51,SL,166.52999999999884,-1.0197562000840306,14.633333333333333,0,-999,1,0.3,-1.431,69997.2,69976.69,2026-03-11 00:24:39
224,2026-03-11 01:40:21,2026-03-11,1,sell,0.01,0.8,69907.11,70144.91,,70147.56,SL,237.8000000000029,-1.0111438183347106,15.0,0,-999,21,0.251,-0.677,69942.25,69925.11,2026-03-11 01:55:21
226,2026-03-11 14:59:42,2026-03-11,14,buy,0.01,1.5,70552.29,69996.83,70792.25,69993.72,SL,555.4599999999919,-1.0055989630216409,13.683333333333334,0,-999,7,0.258,-0.749,70493.09,70534.29,2026-03-11 15:13:23
228,2026-03-12 03:47:08,2026-03-12,3,buy,0.01,0.5,69374.38,69235.74,69452.49,69453.93,TP,138.63999999999942,0.5737882285054002,9.183333333333334,0,-999,8,0.274,-2.099,69342.1,69356.38,2026-03-12 03:56:19
230,2026-03-12 05:33:11,2026-03-12,5,sell,0.01,0.8,69350.08,69539.68,,69550.24,SL,189.59999999999127,-1.0556962025317127,8.416666666666666,0,-999,1,0.31,-0.486,69384.25,69368.08,2026-03-12 05:41:36
232,2026-03-12 17:05:13,2026-03-12,17,sell,0.15,15.8,70470.53,70789.12,,70407.35,SL,318.5899999999965,0.19831130920617002,164.6,1,0.2000062776609494,11,0.256,-1.484,70516.21,70488.53,2026-03-12 19:49:49
234,2026-03-16 13:54:33,2026-03-16,13,buy,0.02,2.3,73941.93,73654.71,,73998.8,SL,287.2199999999866,0.19800153192678974,33.43333333333333,1,0.19998607339323518,0,0.275,-0.542,73909.4,73923.93,2026-03-16 14:27:59
236,2026-03-16 15:35:00,2026-03-16,15,buy,0.01,0.5,73751.26,73498.89,73830.52,73830.97,TP,252.36999999999534,0.31584578198679664,1.3666666666666667,0,-999,0,0.294,-4.15,73717.71,73733.26,2026-03-16 15:36:22
238,2026-03-16 23:04:24,2026-03-16,23,buy,0.15,15.8,74430.53,74089.21,,75241.49,MARKET_CLOSE,341.31999999999243,2.3759521856323227,73.21666666666667,1,0.19998828079220754,1,0.275,-0.858,74380.12,74412.53,2026-03-17 00:17:37
240,2026-03-19 15:21:00,2026-03-19,15,buy,0.01,0.5,69370.23,68970.19,69528.9,68967.43,SL,400.0399999999936,-1.0068993100690165,21.666666666666668,0,-999,5,0.258,-0.58,69324.96,69352.23,2026-03-19 15:42:40
242,2026-03-21 16:00:06,2026-03-21,16,sell,0.02,0.5,70597.74,70769.58,70530.81,70530.46,TP,171.8399999999965,0.3915270018621986,17.433333333333334,0,-999,5,0.299,-0.546,70625.1,70611.74,2026-03-21 16:17:32
244,2026-03-24 11:39:02,2026-03-24,11,sell,0.02,0.5,71227.23,71421.41,71119.41,71115.61,TP,194.18000000000757,0.5748274796580028,14.066666666666666,0,-999,1,0.268,-0.825,71260.46,71241.23,2026-03-24 11:53:06
246,2026-03-24 13:33:09,2026-03-24,13,sell,0.04,1.5,70737.04,71013.26,70588.6,70588.04,TP,276.22000000000116,0.5394250959380181,5.55,0,-999,0,0.281,-0.456,70778.84,70751.04,2026-03-24 13:38:42
248,2026-03-26 14:20:00,2026-03-26,14,sell,0.04,1.5,69424.58,69680.53,69318.52,69681.97,SL,255.9499999999971,-1.0056260988474404,7.183333333333334,0,-999,0,0.255,-1.678,69456.64,69438.58,2026-03-26 14:27:11
250,2026-03-27 08:05:14,2026-03-27,8,buy,0.03,0.8,68532.11,68377.53,,68371.68,SL,154.58000000000175,-1.0378444818217476,11.366666666666667,0,-999,14,0.285,-1.628,68497.54,68518.11,2026-03-27 08:16:36
252,2026-03-30 14:00:00,2026-03-30,14,buy,0.06,2.3,67495.34,67248.19,,67244.69,SL,247.14999999999418,-1.0141614404207975,29.016666666666666,0,-999,0,0.278,-0.985,67469.3,67481.34,2026-03-30 14:29:01
254,2026-03-31 17:38:43,2026-03-31,17,buy,0.1,10.5,67686.11,67144.29,67869.47,67870.93,TP,541.820000000007,0.3411095935919494,38.416666666666664,0,-999,4,0.271,-0.457,67638.96,67672.11,2026-03-31 18:17:08
256,2026-04-01 01:20:35,2026-04-01,1,sell,0.02,0.8,68019.07,68286.8,,67965.93,SL,267.7299999999959,0.1984835468569633,109.11666666666666,1,0.200014940425069,24,0.256,-0.533,68055.77,68033.07,2026-04-01 03:09:42
258,2026-04-01 03:09:57,2026-04-01,3,sell,0.02,0.8,68032.36,68259.48,,68261.01,SL,227.11999999999534,-1.0067365269461028,99.15,0,-999,7,0.29,-0.683,68072.06,68046.36,2026-04-01 04:49:06
260,2026-04-01 13:05:45,2026-04-01,13,buy,0.06,2.3,68230.06,67976.61,,68279.8,SL,253.4499999999971,0.1962517261787564,35.983333333333334,1,0.20000000000001147,45,0.275,-1.289,68178.37,68216.06,2026-04-01 13:41:44
262,2026-04-01 17:11:13,2026-04-01,17,buy,0.31,10.5,68810.82,68550.29,68870.85,68549.35,SL,260.5300000000134,-1.0036080297853902,10.15,0,-999,5,0.348,-0.933,68782.91,68796.82,2026-04-01 17:21:22
264,2026-04-05 22:11:01,2026-04-05,22,buy,0.02,0.8,67576.82,67368.95,,67368.78,SL,207.8700000000099,-1.0008178188290675,10.266666666666667,0,-999,6,0.254,-0.465,67545.54,67562.82,2026-04-05 22:21:17
266,2026-04-07 12:19:20,2026-04-07,12,sell,0.31,10.5,68359.54,68556.03,68277.85,68274.77,TP,196.49000000000524,0.43142144638397506,26.05,0,-999,11,0.313,-0.895,68390.56,68373.54,2026-04-07 12:45:23
268,2026-04-07 13:50:41,2026-04-07,13,sell,0.03,1.5,68332.75,68574.96,68251.06,68248.93,TP,242.2100000000064,0.3460633334709746,6.283333333333333,0,-999,0,0.291,-0.403,68362.59,68346.75,2026-04-07 13:56:58
270,2026-04-08 12:20:46,2026-04-08,12,buy,0.42,10.5,71702.28,71553.39,71747.51,71747.79,TP,148.88999999999942,0.305661898045503,0.5333333333333333,0,-999,4,0.273,-1.299,71680.04,71688.28,2026-04-08 12:21:18
272,2026-04-08 13:41:19,2026-04-08,13,buy,0.03,1.5,71719.48,71381.69,71764.71,71768.41,TP,337.7899999999936,0.14485331122889517,0.3333333333333333,0,-999,4,0.351,-0.729,71694.89,71705.48,2026-04-08 13:41:39
274,2026-04-09 01:32:45,2026-04-09,1,sell,0.02,0.8,70809.14,71053.78,,71056.06,SL,244.63999999999942,-1.009319816873769,54.78333333333333,0,-999,3,0.324,-0.359,70839.34,70823.14,2026-04-09 02:27:32
276,2026-04-11 00:40:46,2026-04-11,0,sell,0.11,2.3,72949.62,73086.83,,72783.0,MARKET_CLOSE,137.2100000000064,1.2143429779169708,39.233333333333334,1,0.19998542380293746,46,0.257,-0.573,72976.26,72963.62,2026-04-11 01:20:00
278,2026-04-11 01:55:17,2026-04-11,1,sell,0.03,0.8,72964.63,73096.43,,73097.67,SL,131.79999999998836,-1.009408194233728,34.86666666666667,0,-999,10,0.328,-0.879,72994.75,72978.63,2026-04-11 02:30:09
280,2026-04-12 00:11:01,2026-04-12,0,sell,0.09,2.3,73065.76,73224.33,,72280.89,MARKET_CLOSE,158.57000000000698,4.949675222299053,88.63333333333334,1,0.19997477454745824,7,0.284,-0.946,73092.59,73079.76,2026-04-12 01:39:39
281,2026-04-12 01:15:00,2026-04-12,1,sell,0.05,0.8,73090.38,73193.73,,72286.81,MARKET_CLOSE,103.34999999999127,7.7752298016456205,24.666666666666668,1,0.2,0,0.256,-1.491,73115.92,73104.38,2026-04-12 01:39:40
284,2026-04-13 12:35:29,2026-04-13,12,buy,0.73,10.5,70861.3,70730.25,70975.21,70975.71,TP,131.0500000000029,0.8730255627623117,16.55,0,-999,28,0.271,-1.14,70826.75,70847.3,2026-04-13 12:52:02
286,2026-04-13 13:40:05,2026-04-13,13,buy,0.07,1.5,70889.98,70656.65,71003.89,71007.99,TP,233.33000000000175,0.5057643680624371,0.55,0,-999,5,0.287,-0.762,70854.2,70875.98,2026-04-13 13:40:38
288,2026-04-13 20:22:29,2026-04-13,20,buy,0.03,0.8,73100.21,72791.78,,74154.92,MARKET_CLOSE,308.43000000000757,3.419608987452472,115.51666666666667,1,0.20001296890700082,13,0.315,-0.682,73054.19,73086.21,2026-04-13 22:18:00
290,2026-04-14 13:35:04,2026-04-14,13,sell,0.15,2.3,74764.84,74936.11,,74939.42,SL,171.27000000000407,-1.019326210077641,1.9833333333333334,0,-999,4,0.25,-1.427,74800.77,74778.84,2026-04-14 13:37:03
292,2026-04-14 15:10:01,2026-04-14,15,sell,0.02,0.8,74732.71,75139.49,,75139.57,SL,406.77999999999884,-1.0001966665027822,24.966666666666665,0,-999,1,0.272,-1.061,74770.51,74746.71,2026-04-14 15:34:59
295,2026-04-14 20:05:37,2026-04-14,20,sell,0.03,0.8,74332.78,74591.26,,74283.0,SL,258.4799999999959,0.1925874342308868,58.916666666666664,1,0.20001547508510487,36,0.298,-1.068,74375.93,74346.78,2026-04-14 21:04:32
294,2026-04-14 19:02:47,2026-04-14,19,sell,0.02,0.8,74268.14,74606.37,,74204.16,SL,338.2299999999959,0.18916122165389437,242.56666666666666,1,0.20001182627204858,1,0.265,-0.406,74308.06,74282.14,2026-04-14 23:05:21
299,2026-04-18 01:55:34,2026-04-18,1,sell,0.04,0.5,77206.34,77354.12,77142.89,77354.81,SL,147.77999999999884,-1.0046691027202757,19.9,0,-999,33,0.295,-0.498,77232.83,77220.34,2026-04-18 02:15:28
298,2026-04-18 00:53:16,2026-04-18,0,sell,0.13,2.3,77203.33,77392.07,,77404.53,SL,188.74000000000524,-1.066016742608835,82.38333333333334,0,-999,5,0.318,-0.426,77230.77,77217.33,2026-04-18 02:15:39
302,2026-04-21 01:52:26,2026-04-21,1,buy,0.03,0.5,75966.5,75800.24,76039.0,75786.53,SL,166.25999999999476,-1.0824612053410732,9.083333333333334,0,-999,10,0.358,-1.355,75935.22,75952.5,2026-04-21 02:01:31
304,2026-04-21 14:41:05,2026-04-21,14,sell,0.09,2.3,76465.5,76758.06,,75697.5,MARKET_CLOSE,292.5599999999977,2.6251025430681096,23.333333333333332,1,0.19999316379544443,2,0.264,-0.678,76513.5,76479.5,2026-04-21 15:04:25
306,2026-04-23 13:54:50,2026-04-23,13,buy,0.13,2.3,77436.23,77220.91,,78036.43,MARKET_CLOSE,215.31999999999243,2.7874791008732034,69.81666666666666,1,0.19998142299832428,17,0.286,-0.81,77397.74,77422.23,2026-04-23 15:04:39
308,2026-04-24 01:05:36,2026-04-24,1,buy,0.06,0.8,78244.77,78068.4,,78067.32,SL,176.3700000000099,-1.0061234903894491,14.966666666666667,0,-999,4,0.272,-0.51,78207.06,78230.77,2026-04-24 01:20:34
310,2026-04-24 02:52:43,2026-04-24,2,buy,0.03,0.5,78245.39,78009.51,78376.27,78007.76,SL,235.88000000000466,-1.0074190266237069,29.916666666666668,0,-999,2,0.262,-0.503,78208.49,78231.39,2026-04-24 03:22:38
312,2026-04-24 05:47:55,2026-04-24,5,sell,0.05,0.8,77779.64,77982.85,,77990.78,SL,203.2100000000064,-1.03902367009494,8.2,0,-999,7,0.287,-0.417,77815.83,77793.64,2026-04-24 05:56:07
314,2026-04-24 16:20:45,2026-04-24,16,buy,0.03,0.5,77756.98,77537.06,77880.1,77882.2,TP,219.91999999999825,0.5693888686795296,14.15,0,-999,43,0.267,-1.233,77721.07,77742.98,2026-04-24 16:34:54
316,2026-04-27 00:30:08,2026-04-27,0,sell,0.09,1.5,78468.48,78688.56,78299.61,78688.78,SL,220.08000000000175,-1.000999636495825,9.8,0,-999,4,0.26,-1.614,78511.75,78482.48,2026-04-27 00:39:56
318,2026-04-28 06:24:08,2026-04-28,6,buy,0.05,0.5,76873.72,76752.66,76957.27,76752.6,SL,121.05999999999767,-1.0004956220055978,14.816666666666666,0,-999,19,0.26,-1.399,76845.26,76859.72,2026-04-28 06:38:57
320,2026-04-28 07:40:11,2026-04-28,7,buy,0.05,0.5,76844.67,76710.76,76928.22,76929.24,TP,133.9100000000035,0.6315435740423029,37.833333333333336,0,-999,11,0.323,-1.92,76812.68,76830.67,2026-04-28 08:18:01
322,2026-05-01 20:20:58,2026-05-01,20,buy,0.06,0.5,78186.54,78073.88,78256.05,78073.41,SL,112.65999999998894,-1.0041718444878502,17.833333333333332,0,-999,53,0.352,-1.49,78156.22,78172.54,2026-05-01 20:38:48
324,2026-05-03 17:10:20,2026-05-03,17,buy,1.5,10.5,78653.72,78577.42,78712.09,78712.48,TP,76.30000000000291,0.7701179554389583,1.3333333333333333,0,-999,14,0.406,-1.543,78623.92,78639.72,2026-05-03 17:11:40
326,2026-05-05 10:34:27,2026-05-05,10,sell,0.12,0.8,80807.28,80909.17,,80913.51,SL,101.88999999999942,-1.0425949553439644,39.93333333333333,0,-999,1,0.443,-1.272,80835.32,80821.28,2026-05-05 11:14:23
328,2026-05-05 14:00:07,2026-05-05,14,buy,0.07,1.5,81288.71,81010.58,81345.56,81346.09,TP,278.13000000000466,0.20630640348034784,2.2333333333333334,0,-999,1,0.433,-0.845,81258.3,81274.71,2026-05-05 14:02:21
330,2026-05-06 14:45:13,2026-05-06,14,sell,0.07,1.5,81919.11,82208.79,81826.98,81826.5,TP,289.679999999993,0.31969759734880837,2.15,0,-999,13,0.288,-1.381,81950.79,81933.11,2026-05-06 14:47:22
332,2026-05-06 21:00:23,2026-05-06,21,buy,0.05,0.5,81452.91,81298.73,81511.08,81298.18,SL,154.18000000000757,-1.0035672590478848,12.733333333333333,0,-999,22,0.299,-1.159,81427.32,81438.91,2026-05-06 21:13:07
334,2026-05-06 22:05:01,2026-05-06,22,buy,0.07,0.8,81486.19,81321.34,,81319.59,SL,164.85000000000582,-1.0106157112526535,14.083333333333334,0,-999,0,0.412,-0.301,81456.2,81472.19,2026-05-06 22:19:06
336,2026-05-07 19:38:53,2026-05-07,19,sell,0.06,0.8,80145.16,80328.89,,80330.46,SL,183.72999999999593,-1.0085451477712242,23.833333333333332,0,-999,51,0.301,-1.077,80176.85,80159.16,2026-05-07 20:02:43
338,2026-05-09 08:05:03,2026-05-09,8,sell,0.14,0.8,80351.67,80432.93,,80435.17,SL,81.25999999999476,-1.0275658380507677,26.033333333333335,0,-999,1,0.333,-1.741,80377.67,80365.67,2026-05-09 08:31:05
340,2026-05-10 22:12:17,2026-05-10,22,sell,0.06,0.8,81408.46,81578.15,,81374.75,SL,169.68999999998778,0.19865637338681613,5.8,1,0.20001178619838986,3,0.279,-0.594,81437.39,81422.46,2026-05-10 22:18:05
342,2026-05-11 15:27:06,2026-05-11,15,sell,0.03,0.5,81242.8,81493.62,81144.33,81494.62,SL,250.81999999999243,-1.0039869228929115,39.61666666666667,0,-999,5,0.337,-0.925,81278.95,81256.8,2026-05-11 16:06:43
344,2026-05-11 17:09:24,2026-05-11,17,buy,0.52,10.5,81368.42,81097.24,81509.54,81511.28,TP,271.179999999993,0.5268087617081063,6.666666666666667,0,-999,15,0.256,-0.751,81330.35,81354.42,2026-05-11 17:16:04
346,2026-05-12 06:51:22,2026-05-12,6,buy,0.06,0.5,81016.45,80884.68,81091.95,80884.52,SL,131.77000000000407,-1.0012142369278967,12.816666666666666,0,-999,1,0.313,-0.413,80986.68,81002.45,2026-05-12 07:04:11
348,2026-05-16 00:00:03,2026-05-16,0,sell,0.36,2.3,79053.16,79155.64,,79158.35,SL,102.47999999999593,-1.026444184231133,7.866666666666666,0,-999,2,0.425,-0.304,79083.72,79067.16,2026-05-16 00:07:55
350,2026-05-16 19:03:10,2026-05-16,19,buy,0.06,0.5,78200.71,78075.3,78270.67,78272.4,TP,125.41000000000349,0.5716450043855018,32.233333333333334,0,-999,17,0.323,-0.43,78170.26,78185.31,2026-05-16 19:35:24
352,2026-05-18 13:17:50,2026-05-18,13,buy,0.06,1.5,77405.07,77050.6,77688.81,77046.18,SL,354.47000000000116,-1.0124693203938635,18.383333333333333,0,-999,102,0.25,-0.504,77342.31,77389.67,2026-05-18 13:36:13
